step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
325,PAYMENT,16698.46,C1275389176,133735.0,117036.54,M255758660,0.0,0.0,0,0
34,CASH_IN,12852.2,C347328249,6490114.07,6502966.27,C2055421863,271434.02,267302.44,0,0
349,CASH_IN,35086.5,C1273560176,4395781.93,4430868.43,C1860944563,292022.69,256936.19,0,0
140,CASH_OUT,54171.85,C2018534094,0.0,0.0,C677619918,648432.03,828671.33,0,0
137,PAYMENT,521.37,C203378011,0.0,0.0,M42773300,0.0,0.0,0,0
599,CASH_OUT,154218.26,C692173924,9876.09,0.0,C635311882,841649.2,995867.46,0,0
504,CASH_OUT,1380940.73,C1061974347,1380940.73,0.0,C2132628284,185939.03,1566879.76,1,0
35,CASH_OUT,15740.84,C2009416105,0.0,0.0,C1391458307,772346.04,788086.88,0,0
274,TRANSFER,24279.32,C1174268918,24279.32,0.0,C1953342406,0.0,0.0,1,0
254,TRANSFER,552381.57,C1806547477,129600.0,0.0,C849811328,0.0,552381.57,0,0
352,TRANSFER,154052.34,C2069798530,154052.34,0.0,C2110724119,0.0,0.0,1,0
186,CASH_OUT,44023.36,C725559707,242089.0,198065.64,C486510053,0.0,44023.36,0,0
409,PAYMENT,4544.29,C2074958156,1031.0,0.0,M238251269,0.0,0.0,0,0
253,TRANSFER,418896.64,C1922440763,291444.0,0.0,C237945477,12388464.2,12807360.84,0,0
372,PAYMENT,28834.73,C2120882075,148981.49,120146.76,M1900868170,0.0,0.0,0,0
298,CASH_OUT,178528.56,C2019241168,0.0,0.0,C1070270126,202850.11,381378.66,0,0
207,PAYMENT,7067.75,C1099073968,0.0,0.0,M587080880,0.0,0.0,0,0
119,PAYMENT,9296.32,C217333027,72499.0,63202.68,M94933310,0.0,0.0,0,0
193,PAYMENT,9274.13,C1451943618,48584.81,39310.67,M1595578738,0.0,0.0,0,0
130,PAYMENT,35577.45,C53651756,0.0,0.0,M1985577905,0.0,0.0,0,0
34,CASH_IN,378169.41,C1113632038,541954.33,920123.74,C114059172,1922209.9,1544040.49,0,0
30,TRANSFER,236947.25,C1273047168,236947.25,0.0,C1636242484,0.0,0.0,1,0
488,TRANSFER,5363795.31,C46940943,5363795.31,0.0,C1142866922,0.0,0.0,1,0
301,CASH_OUT,476298.8,C462014500,0.0,0.0,C1916335772,2010463.39,2486762.19,0,0
33,CASH_OUT,401573.96,C1859981183,174647.38,0.0,C184387538,473328.69,874902.65,0,0
37,CASH_OUT,56947.66,C2087693977,17744.0,0.0,C641224815,0.0,56947.66,0,0
302,PAYMENT,5991.83,C1249969676,522.0,0.0,M1496730512,0.0,0.0,0,0
298,CASH_IN,72739.34,C1531457607,10421919.98,10494659.32,C124379222,86208.78,13469.44,0,0
326,PAYMENT,29096.4,C2048204189,0.0,0.0,M1812874692,0.0,0.0,0,0
20,CASH_OUT,152632.61,C325585776,0.0,0.0,C1436007391,11721747.06,11874379.67,0,0
186,PAYMENT,7543.93,C2081035860,50273.65,42729.72,M546949113,0.0,0.0,0,0
18,CASH_OUT,57312.01,C1503102474,249987.92,192675.92,C830904200,3306562.57,3363874.58,0,0
394,CASH_OUT,133334.61,C489133951,0.0,0.0,C339988651,581144.86,714479.46,0,0
346,CASH_OUT,238275.17,C1235357795,12369.0,0.0,C322699543,0.0,238275.17,0,0
34,CASH_OUT,141235.64,C1151195210,55212.0,0.0,C1882999572,10722.17,151957.8,0,0
43,CASH_IN,225059.02,C1623001282,33585.0,258644.02,C90810322,4333189.33,4108130.31,0,0
727,TRANSFER,276298.49,C2044117692,276298.49,0.0,C71460104,0.0,0.0,1,0
571,PAYMENT,855.84,C1823452987,262.0,0.0,M407288951,0.0,0.0,0,0
399,TRANSFER,6303.87,C1333859389,811.0,0.0,C728541244,171596.32,177900.18,0,0
16,CASH_IN,94074.7,C733728584,1109593.49,1203668.19,C2038430647,794919.86,700845.15,0,0
402,CASH_OUT,591105.23,C306824765,0.0,0.0,C1683156762,1196810.81,1787916.04,0,0
132,CASH_OUT,379064.81,C466210760,0.0,0.0,C1059828769,1302940.18,1682004.99,0,0
155,PAYMENT,14718.33,C226244027,20437.19,5718.86,M1703676014,0.0,0.0,0,0
485,TRANSFER,471906.6,C17156930,471906.6,0.0,C1931513332,0.0,0.0,1,0
357,CASH_IN,67727.03,C1798516483,8039.11,75766.14,C47070755,863330.16,795603.13,0,0
398,CASH_OUT,74252.6,C899842002,0.0,0.0,C806870622,707502.58,781755.18,0,0
132,CASH_IN,256687.81,C910427131,10106.0,266793.81,C1140337572,0.0,0.0,0,0
14,CASH_OUT,270137.96,C110549779,55537.0,0.0,C158210783,0.0,270137.96,0,0
256,CASH_OUT,126434.51,C542538984,0.0,0.0,C654239643,372093.2,498527.71,0,0
130,CASH_OUT,58233.05,C1141482204,0.0,0.0,C116250334,5150387.7,5208620.75,0,0
527,CASH_OUT,1094419.89,C171594186,1094419.89,0.0,C31581400,6352690.24,7447110.13,1,0
164,TRANSFER,329728.11,C1588740494,329728.11,0.0,C827087701,0.0,0.0,1,0
42,CASH_OUT,3569720.42,C2012983997,3569720.42,0.0,C365271329,0.0,3569720.42,1,0
155,CASH_IN,230700.85,C567619720,151358.0,382058.85,C268435937,286582.53,55881.68,0,0
325,CASH_OUT,192159.13,C830531419,0.0,0.0,C1306426451,454118.66,646277.8,0,0
203,CASH_OUT,77425.18,C336292838,0.0,0.0,C2010728617,1783099.45,1860524.63,0,0
210,CASH_OUT,86256.27,C128165744,10517.0,0.0,C1170436567,3741282.08,3827538.35,0,0
137,TRANSFER,343168.38,C1937000851,0.0,0.0,C471811727,1991775.0,2334943.38,0,0
326,CASH_OUT,27089.06,C170737908,0.0,0.0,C1006195797,2860351.05,2887440.11,0,0
402,PAYMENT,3963.45,C123512825,0.0,0.0,M540060709,0.0,0.0,0,0
183,CASH_IN,570503.34,C1976567626,40101.0,610604.34,C1176483839,0.0,0.0,0,0
236,CASH_OUT,83774.38,C486660684,19914.0,0.0,C1043323785,0.0,83774.38,0,0
184,CASH_OUT,242749.99,C1932377773,16862.0,0.0,C1210916533,0.0,242749.99,0,0
394,CASH_IN,58605.91,C1411238407,3082673.7,3141279.61,C1771231906,19255478.64,19196872.73,0,0
256,CASH_OUT,40114.49,C1675089398,24598.0,0.0,C892362537,751939.96,792054.45,0,0
207,PAYMENT,22036.15,C494256374,105809.0,83772.85,M615269591,0.0,0.0,0,0
379,CASH_OUT,118961.3,C1820166304,0.0,0.0,C1775809491,1506057.47,1625018.77,0,0
41,CASH_OUT,369927.53,C471551586,0.0,0.0,C2021135885,2130765.11,2500692.64,0,0
155,CASH_OUT,25340.46,C712482180,11295.0,0.0,C1033091693,0.0,25340.46,0,0
305,CASH_OUT,274645.85,C2055248009,0.0,0.0,C360523626,1704588.07,1979233.91,0,0
690,TRANSFER,3574316.05,C1370421735,3574316.05,0.0,C1314506376,0.0,0.0,1,0
175,TRANSFER,895565.06,C1046781112,895565.06,0.0,C556777856,0.0,0.0,1,0
353,CASH_OUT,238858.49,C296792693,55168.0,0.0,C835189033,0.0,238858.49,0,0
645,TRANSFER,326250.51,C193546785,326250.51,0.0,C214988457,0.0,0.0,1,0
135,CASH_IN,145809.67,C274541859,3130062.31,3275871.98,C1279175591,1000097.48,753088.55,0,0
403,CASH_OUT,386910.48,C662975773,0.0,0.0,C1496803713,1026358.0,1413268.48,0,0
153,CASH_OUT,29069.52,C1276066240,34074.0,5004.48,C186543224,0.0,29069.52,0,0
210,CASH_OUT,23610.85,C1790329459,23610.85,0.0,C409233491,212041.22,235652.07,1,0
520,TRANSFER,3283695.97,C649961237,3283695.97,0.0,C1812152397,0.0,0.0,1,0
205,CASH_OUT,343146.37,C765777571,0.0,0.0,C1242694295,344143.76,687290.13,0,0
304,CASH_OUT,330825.99,C956660979,106585.0,0.0,C979808669,0.0,330825.99,0,0
229,CASH_OUT,172390.06,C1555064266,15279.0,0.0,C775784447,0.0,172390.06,0,0
11,CASH_OUT,25104.03,C1025514246,0.0,0.0,C399211008,1601069.11,1626173.14,0,0
253,CASH_OUT,168622.3,C294300042,168622.3,0.0,C1850704979,941451.87,1110074.16,1,0
590,CASH_OUT,498183.25,C104610866,498183.25,0.0,C1054580696,107993.04,606176.29,1,0
371,PAYMENT,18436.47,C829577062,20257.0,1820.53,M375131566,0.0,0.0,0,0
302,PAYMENT,42485.52,C1246830117,20334.0,0.0,M915220356,0.0,0.0,0,0
45,CASH_OUT,144063.17,C1233407665,20488.0,0.0,C1990022137,58126.21,202189.37,0,0
210,CASH_OUT,244297.24,C1623049541,431249.16,186951.92,C975452336,5284259.42,5935868.5,0,0
235,PAYMENT,5025.45,C1894298325,0.0,0.0,M623273663,0.0,0.0,0,0
95,PAYMENT,5288.94,C100748696,420603.0,415314.06,M1837631995,0.0,0.0,0,0
18,CASH_IN,141205.46,C2029961726,105231.0,246436.46,C1537391316,1054375.91,698519.72,0,0
18,CASH_OUT,34749.34,C283919359,56772.0,22022.66,C783408770,0.0,34749.34,0,0
402,PAYMENT,19651.37,C1282577065,251648.96,231997.59,M1443281123,0.0,0.0,0,0
281,TRANSFER,475254.44,C466435835,151327.4,0.0,C703190501,2148245.21,2623499.64,0,0
231,CASH_OUT,211585.12,C228956613,48378.0,0.0,C1723095002,490294.43,701879.55,0,0
163,CASH_IN,273147.11,C205215954,448.0,273595.11,C1169485621,0.0,0.0,0,0
617,CASH_OUT,10000000.0,C1596180537,10000000.0,0.0,C2105645265,0.0,10000000.0,1,0
13,CASH_IN,20499.11,C621764097,80750.0,101249.11,C753282599,4266059.84,4245560.72,0,0
301,CASH_IN,16348.33,C687060638,32489.12,48837.46,C1941238923,354850.72,338502.39,0,0
234,CASH_IN,382871.11,C680903113,7004569.49,7387440.6,C1653555821,875031.8,492160.69,0,0
207,PAYMENT,8290.97,C818421704,6394.0,0.0,M1055498692,0.0,0.0,0,0
656,CASH_OUT,46291.81,C68542606,46291.81,0.0,C1411993803,799108.3,845400.11,1,0
383,CASH_OUT,31748.03,C2006314038,0.0,0.0,C1422980620,361095.82,392843.86,0,0
327,CASH_OUT,244572.48,C740117332,0.0,0.0,C1808908553,683638.14,928210.61,0,0
400,TRANSFER,3338954.98,C1902903963,0.0,0.0,C294463412,9361343.05,12700298.03,0,0
94,CASH_IN,193554.04,C518311526,2524599.17,2718153.21,C1063782390,980116.18,786562.13,0,0
154,TRANSFER,410003.63,C114208873,0.0,0.0,C952055384,6150896.67,6560900.3,0,0
34,CASH_OUT,381324.11,C250409036,237725.49,0.0,C95137,2062322.67,2443646.78,0,0
332,CASH_OUT,165222.66,C1606626437,19991.0,0.0,C671734038,77872.33,243094.98,0,0
402,CASH_IN,51234.46,C766712968,30931.0,82165.46,C1182246637,0.0,0.0,0,0
278,DEBIT,4255.08,C488741547,1312.0,0.0,C1275523472,69141.52,73396.61,0,0
400,PAYMENT,22359.22,C1699145557,0.0,0.0,M46132332,0.0,0.0,0,0
376,TRANSFER,3398678.99,C1548026522,0.0,0.0,C164033249,7732215.18,11130894.18,0,0
334,PAYMENT,12826.73,C101176399,5702.0,0.0,M2106352784,0.0,0.0,0,0
182,TRANSFER,799290.94,C646114338,0.0,0.0,C674184547,3549406.19,4348697.13,0,0
40,CASH_IN,101953.07,C1429049454,12544102.33,12646055.4,C1857704627,439461.17,337508.1,0,0
138,CASH_OUT,250567.63,C2075770459,0.0,0.0,C859009954,675552.33,926119.97,0,0
252,TRANSFER,76200.04,C376760344,76200.04,0.0,C1713255424,0.0,0.0,1,0
177,CASH_IN,45856.24,C246654426,8010.0,53866.24,C1111167074,0.0,0.0,0,0
327,CASH_IN,90268.51,C1032955496,1735681.16,1825949.67,C212436352,155783.76,65515.25,0,0
165,CASH_OUT,280288.3,C808607224,30211.0,0.0,C121131187,604286.45,884574.76,0,0
178,CASH_IN,161597.86,C1494175804,20780.0,182377.86,C982547576,7769898.63,7608300.76,0,0
17,CASH_OUT,458431.14,C1962064206,0.0,0.0,C583067589,719432.83,1177863.96,0,0
17,CASH_IN,201835.83,C1674961359,39037.0,240872.83,C1795824617,94274.22,0.0,0,0
38,PAYMENT,10079.42,C1894376391,253737.57,243658.14,M779391175,0.0,0.0,0,0
15,CASH_OUT,181498.76,C1937833346,6422.0,0.0,C713544719,71844.63,275776.76,0,0
379,CASH_OUT,38418.01,C1781224272,0.0,0.0,C628351890,167343.89,205761.91,0,0
12,TRANSFER,2531876.22,C614173386,0.0,0.0,C2022767113,2557362.03,5089238.26,0,0
163,CASH_OUT,60557.53,C541422793,0.0,0.0,C1389487270,1844002.78,1904560.31,0,0
34,PAYMENT,11951.96,C1425421675,12764.0,812.04,M1674374649,0.0,0.0,0,0
9,PAYMENT,169.99,C967838558,0.0,0.0,M2036951791,0.0,0.0,0,0
261,PAYMENT,1159.47,C1826108576,26911.99,25752.53,M210009094,0.0,0.0,0,0
382,TRANSFER,1894345.86,C661371185,96617.76,0.0,C1196156932,14115456.38,16009802.24,0,0
80,TRANSFER,244814.12,C2138181348,244814.12,0.0,C1608735206,0.0,0.0,1,0
9,TRANSFER,1667586.88,C2110170498,51573.0,0.0,C530216580,87684.69,1520133.27,0,0
187,PAYMENT,4249.79,C111687338,0.0,0.0,M910690230,0.0,0.0,0,0
227,CASH_IN,119362.12,C1352037676,600906.0,720268.12,C43734927,84254.91,0.0,0,0
135,CASH_OUT,7927.06,C2071408487,7927.06,0.0,C1313763244,0.0,7927.06,1,0
159,PAYMENT,9708.01,C1171845623,0.0,0.0,M1536385177,0.0,0.0,0,0
20,CASH_IN,164163.69,C1934895408,22431.0,186594.69,C598511218,0.0,0.0,0,0
251,PAYMENT,25764.72,C258564426,154263.0,128498.28,M422789806,0.0,0.0,0,0
153,TRANSFER,349024.1,C137691211,0.0,0.0,C282709601,462657.37,811681.47,0,0
542,TRANSFER,5166393.44,C1707763066,5166393.44,0.0,C190447545,0.0,0.0,1,0
349,CASH_OUT,228118.13,C1099574035,16649.0,0.0,C1379257420,302736.84,530854.97,0,0
239,CASH_IN,180208.86,C352228189,31942.0,212150.86,C604688420,237382.41,57173.55,0,0
18,CASH_OUT,175863.85,C616881371,729144.9,553281.06,C1129235717,1643276.61,1819140.46,0,0
43,CASH_IN,226287.29,C2047607420,242989.85,469277.14,C15533070,317887.21,91599.92,0,0
11,CASH_IN,208650.8,C772123460,2999400.36,3208051.15,C803330617,599603.73,390952.94,0,0
15,PAYMENT,8352.39,C2126159599,0.0,0.0,M1733451318,0.0,0.0,0,0
209,PAYMENT,6812.36,C584350689,72664.13,65851.77,M559359304,0.0,0.0,0,0
165,CASH_OUT,67308.72,C1994850234,61585.06,0.0,C1183312987,0.0,67308.72,0,0
235,CASH_OUT,180824.85,C1050290931,0.0,0.0,C1247998977,311463.38,492288.23,0,0
238,TRANSFER,10000000.0,C1028530067,15274773.52,5274773.52,C1390461904,0.0,0.0,1,0
589,PAYMENT,10824.77,C1700634496,0.0,0.0,M21387318,0.0,0.0,0,0
257,TRANSFER,785850.41,C1010446725,105.0,0.0,C1479075089,801727.81,1705529.09,0,0
201,CASH_IN,172785.21,C501596907,20141.0,192926.21,C1802942535,0.0,0.0,0,0
616,CASH_OUT,1265656.44,C198942679,1265656.44,0.0,C154881805,653351.54,1919007.98,1,0
592,PAYMENT,797.63,C1228194369,303941.0,303143.37,M1672071450,0.0,0.0,0,0
231,CASH_OUT,482.08,C1866357244,0.0,0.0,C214958057,1208931.02,1209413.09,0,0
19,CASH_OUT,81357.92,C1324925404,2672.0,0.0,C199299242,347827.94,429185.86,0,0
180,CASH_OUT,294447.11,C1704804912,0.0,0.0,C707864089,3211836.8,3506283.91,0,0
629,CASH_OUT,7922.98,C1629313873,7922.98,0.0,C215301926,0.0,7922.98,1,0
141,PAYMENT,17395.05,C1654909951,5852.51,0.0,M118027579,0.0,0.0,0,0
347,CASH_OUT,18229.58,C1372422681,33050.0,14820.42,C781804768,847291.42,865521.01,0,0
709,CASH_OUT,356830.35,C495533365,20446.0,0.0,C391586339,0.0,356830.35,0,0
234,PAYMENT,49208.26,C1888449495,460149.0,410940.74,M1260262323,0.0,0.0,0,0
160,CASH_OUT,200330.14,C1416145951,387.0,0.0,C1538961175,3079166.74,3321302.8,0,0
131,PAYMENT,13431.98,C1577369912,250283.89,236851.91,M2124091994,0.0,0.0,0,0
181,CASH_IN,238453.09,C903444213,4022912.78,4261365.87,C805432566,3319125.16,3080672.07,0,0
346,CASH_IN,103871.01,C722647136,721.0,104592.01,C547003516,3220049.0,3116177.99,0,0
157,CASH_OUT,81609.38,C784029566,0.0,0.0,C808596710,546978.16,628587.54,0,0
19,PAYMENT,34292.17,C1555916188,56901.87,22609.71,M1905057446,0.0,0.0,0,0
34,CASH_OUT,22800.41,C352486546,0.0,0.0,C1114929268,525173.79,547974.2,0,0
686,CASH_OUT,250001.55,C424706316,65409.0,0.0,C1877261580,2197323.77,2447325.32,0,0
378,CASH_IN,160816.78,C1830717509,8027878.52,8188695.3,C576425762,909528.68,748711.9,0,0
325,CASH_OUT,186671.31,C1763258655,11185.0,0.0,C2105177865,368312.11,554983.42,0,0
168,TRANSFER,766031.91,C2022265875,0.0,0.0,C47334062,783130.51,1549162.42,0,0
20,PAYMENT,7569.88,C20880685,0.0,0.0,M1923360778,0.0,0.0,0,0
256,PAYMENT,163.43,C605011561,2357.0,2193.57,M176069136,0.0,0.0,0,0
18,CASH_IN,68665.93,C2126971661,8171033.95,8239699.88,C627509762,812274.7,743608.77,0,0
143,CASH_OUT,199789.11,C1064747267,0.0,0.0,C2007486879,278146.64,477935.75,0,0
334,PAYMENT,11786.34,C1198239951,0.0,0.0,M1117960630,0.0,0.0,0,0
45,CASH_OUT,249870.61,C743747345,13804.0,0.0,C904471872,437159.3,687029.91,0,0
327,CASH_OUT,369761.68,C1751900456,48817.0,0.0,C1914246564,239748.29,609509.97,0,0
212,CASH_IN,72076.44,C1770982127,486291.0,558367.44,C237285524,1677199.58,1605123.14,0,0
226,PAYMENT,8237.71,C370362716,21458.0,13220.29,M1905430213,0.0,0.0,0,0
153,PAYMENT,15629.44,C1809486053,0.0,0.0,M706388929,0.0,0.0,0,0
331,CASH_IN,133628.83,C776739325,32166.0,165794.83,C1042358213,4595.15,0.0,0,0
39,CASH_IN,29907.8,C1874823766,40181.0,70088.8,C86567829,93885.0,37131.98,0,0
279,CASH_IN,113717.08,C611196015,4018082.21,4131799.29,C510971321,2988936.62,2875219.55,0,0
355,CASH_OUT,29804.63,C1552226654,0.0,0.0,C431004644,668644.92,698449.55,0,0
191,PAYMENT,2476.71,C579962770,32379.0,29902.29,M1785617413,0.0,0.0,0,0
235,TRANSFER,828380.42,C786355547,0.0,0.0,C2127692741,1184815.66,2013196.07,0,0
348,PAYMENT,17617.3,C1385624444,95715.94,78098.64,M343203988,0.0,0.0,0,0
276,PAYMENT,7993.24,C1631597115,96614.0,88620.76,M1739154641,0.0,0.0,0,0
689,CASH_OUT,2163012.63,C1593930308,2163012.63,0.0,C1515597867,0.0,2163012.63,1,0
274,CASH_IN,247462.48,C132382954,73651.0,321113.48,C661020210,8779.23,0.0,0,0
373,CASH_OUT,303300.92,C1862315877,0.0,0.0,C2085860326,8450911.44,8754212.35,0,0
18,CASH_IN,50999.52,C696934149,50973.0,101972.52,C1797045691,0.0,0.0,0,0
252,PAYMENT,14842.26,C1091035709,32048.45,17206.19,M1219660595,0.0,0.0,0,0
164,TRANSFER,634241.76,C281949367,10607.0,0.0,C1541125051,234783.65,869025.41,0,0
393,DEBIT,3168.12,C1680484681,51865.4,48697.28,C2111541400,153591.09,156759.21,0,0
348,CASH_IN,161218.96,C1999700140,4117718.41,4278937.37,C922723038,217439.09,56220.13,0,0
255,PAYMENT,5101.34,C132066050,0.0,0.0,M1463477883,0.0,0.0,0,0
325,CASH_IN,73712.28,C1542488345,7516295.84,7590008.12,C1724221969,966136.12,892423.84,0,0
137,CASH_OUT,327907.86,C402521954,30456.0,0.0,C2029859729,0.0,327907.86,0,0
273,TRANSFER,601494.61,C847336008,601494.61,0.0,C1251618677,0.0,0.0,1,0
257,PAYMENT,19812.8,C364269741,35042.0,15229.2,M1520019486,0.0,0.0,0,0
380,PAYMENT,7519.23,C1232628334,0.0,0.0,M1236920019,0.0,0.0,0,0
331,CASH_IN,373214.09,C570858448,12182406.61,12555620.7,C791786567,378747.49,5533.4,0,0
212,CASH_OUT,124020.34,C488333422,0.0,0.0,C617052356,2834177.14,2958197.48,0,0
286,CASH_OUT,191650.95,C1217691903,0.0,0.0,C870442279,1012891.09,1204542.03,0,0
402,CASH_OUT,1301410.68,C756143103,1301410.68,0.0,C1385992736,307091.75,1608502.44,1,0
135,CASH_OUT,249970.61,C1322976928,681675.0,431704.39,C187611158,104350.28,354320.89,0,0
231,CASH_OUT,129747.49,C620898283,55840.53,0.0,C1394329257,2041030.61,2170778.1,0,0
397,CASH_IN,80793.14,C1246751985,130496.0,211289.14,C1041898220,216790.66,135997.52,0,0
207,PAYMENT,14982.09,C1362232046,13222.0,0.0,M406279649,0.0,0.0,0,0
346,CASH_OUT,80647.44,C433472385,0.0,0.0,C1021551085,790061.75,870709.2,0,0
154,CASH_IN,17669.99,C1915426633,5600.0,23269.99,C83954503,0.0,0.0,0,0
129,CASH_OUT,122967.11,C1733207981,0.0,0.0,C988279892,315922.83,438889.94,0,0
188,CASH_OUT,82863.54,C733229494,21488.0,0.0,C1983827347,1360344.87,1443208.41,0,0
403,CASH_OUT,213150.79,C1999783980,0.0,0.0,C770498274,500059.69,713210.48,0,0
354,CASH_OUT,58331.76,C759962875,0.0,0.0,C2143290788,1280470.35,1338802.11,0,0
398,PAYMENT,28614.24,C1898185174,174519.68,145905.44,M3032840,0.0,0.0,0,0
325,PAYMENT,31158.25,C1895824241,179416.44,148258.19,M1176730397,0.0,0.0,0,0
167,PAYMENT,14053.06,C1143884920,895.0,0.0,M1604995755,0.0,0.0,0,0
94,PAYMENT,3907.77,C1576047062,203590.0,199682.23,M1078366565,0.0,0.0,0,0
548,PAYMENT,16923.65,C956819858,21047.0,4123.35,M704765160,0.0,0.0,0,0
379,TRANSFER,1448057.11,C1884301754,0.0,0.0,C1450805241,37282425.06,38746046.28,0,0
208,CASH_OUT,182063.77,C308140444,0.0,0.0,C1730752455,16782473.83,16964537.6,0,0
18,CASH_OUT,27189.47,C2090245061,0.0,0.0,C1090333823,1541372.8,1568562.27,0,0
358,PAYMENT,38988.67,C432225748,428.0,0.0,M1943724542,0.0,0.0,0,0
309,CASH_OUT,311931.37,C1681820700,0.0,0.0,C1520624871,338568.57,650499.94,0,0
211,PAYMENT,22161.32,C159497963,51785.0,29623.68,M1067867146,0.0,0.0,0,0
13,CASH_IN,146080.35,C757224410,7750330.63,7896410.97,C1860965818,2244164.63,2098084.28,0,0
304,CASH_OUT,147486.02,C1312763327,202905.0,55418.98,C428708613,361902.1,509388.12,0,0
444,TRANSFER,178616.12,C1841711424,178616.12,0.0,C622012367,0.0,0.0,1,0
14,CASH_IN,281978.35,C636995181,9947.0,291925.35,C1238735674,737.0,230390.92,0,0
279,CASH_OUT,107825.24,C1014418506,0.0,0.0,C1517603402,335732.27,443557.51,0,0
369,CASH_OUT,332375.22,C1932908432,13058.0,0.0,C1219149182,1040732.72,1092028.08,0,0
236,TRANSFER,636123.14,C1345915524,15230.0,0.0,C1128276429,41936.81,678059.95,0,0
18,CASH_IN,49030.57,C1879637833,529446.15,578476.71,C148229552,520523.85,764865.8,0,0
681,CASH_OUT,155228.26,C1880071414,0.0,0.0,C1149475120,772704.32,927932.58,0,0
211,PAYMENT,31039.67,C377063055,0.0,0.0,M864485982,0.0,0.0,0,0
139,TRANSFER,1257567.74,C1902632063,0.0,0.0,C723813024,6130082.06,7387649.8,0,0
159,CASH_OUT,32703.98,C528223181,9220.0,0.0,C1840338252,0.0,32703.98,0,0
356,PAYMENT,13015.11,C613574445,544767.01,531751.91,M1285467642,0.0,0.0,0,0
237,CASH_OUT,3924102.18,C390716812,3924102.18,0.0,C1387545582,0.0,3924102.18,1,0
20,TRANSFER,453595.03,C2060837063,0.0,0.0,C957639902,680669.24,1134264.27,0,0
94,PAYMENT,16277.14,C1134156005,3161.0,0.0,M1245062351,0.0,0.0,0,0
406,CASH_OUT,74312.98,C1888745205,0.0,0.0,C271737166,160252.31,234565.3,0,0
241,CASH_OUT,657417.64,C1843566745,657417.64,0.0,C742045843,0.0,657417.64,1,0
256,CASH_IN,202202.87,C960555250,30815.0,233017.87,C1566810909,0.0,0.0,0,0
211,CASH_IN,375762.24,C1848016231,5697610.15,6073372.39,C404227358,661799.31,532337.37,0,0
162,CASH_IN,53593.0,C807739427,2926994.09,2980587.08,C556213003,661996.42,608403.43,0,0
158,CASH_OUT,64390.57,C716811678,31971.0,0.0,C934985593,293745.52,358136.09,0,0
154,CASH_OUT,148414.15,C1535783313,3018.0,0.0,C1308018080,0.0,148414.15,0,0
330,CASH_IN,190365.25,C1227444456,101.0,190466.25,C525382761,0.0,0.0,0,0
335,DEBIT,4592.99,C1149645055,6095.0,1502.01,C813411743,7230318.47,7234911.46,0,0
249,CASH_IN,32345.67,C1076475477,19211824.6,19244170.27,C1037250143,1698442.8,1666097.14,0,0
300,PAYMENT,23576.28,C473125802,677285.96,653709.69,M1401192261,0.0,0.0,0,0
310,CASH_OUT,13846.15,C2033769078,644537.0,630690.85,C1497868476,0.0,13846.15,0,0
44,PAYMENT,9431.44,C916514202,0.0,0.0,M848539483,0.0,0.0,0,0
207,CASH_OUT,447026.0,C2033306804,0.0,0.0,C1114316195,2155470.75,2602496.76,0,0
